id,nb_images,longueur_image,largeur_image,description_produit,taille,annee,couleur,prix,categorie,nom_produit,delai_vente
8707,13,600.0,600.0,"LOT DE 4 PORTRAITS ( L29X l20) de la famille BONAPARTE et LAGARDE.
Portrait de :
-Charles BONAPARTE
-Louis BONAPARTE
-Lucien BONAPARTE
-Claude CHAUVEAU LAGARDE
Reproductions imprimées de gravures d'époque encadrées.
3  en bon état et celui de LAGARDE  en état moyen.
",,,Multicolore,30.0,mobilier - deco,lot de 4 portrait( BONAPARTE ET LAGARDE),1
8708,2,1100.0,1100.0,"Par les petits chanteurs de Bondy,
 
Merry Christmas
Vive le vent
Petit papa noël
Noël Blanc
Douce nuit sainte nuit
Enfants retrouvés,

disque MFP 04613268",,,,20.0,loisirs,Les plus beaux chants de Noël,1
8709,4,610.0,1024.0,"Dans l’une vous trouverez le portrait d’Hélène Fourment qui était la deuxième épouse du grand peintre Rubens. Le peintre l'avait choisie auparavant comme modèle pour L'Éducation de la Vierge,  Il ne se lassera pas de glorifier sa jeune beauté blonde ; parmi les chefs-d'œuvre qu'elle lui a inspirés, citons Hélène Fourment en robe de mariée , La Petite Pelisse. Ils se marièrent en 1630, elle avait seize ans, lui cinquante-trois. 	
Dans l’autre, vous trouverez un portrait de Mme Vigée-Le Brun (1755 - 1842) et sa fille.
En 1786, Elisabeth Vigée-Le Brun réalise un autoportrait avec sa fille, exposé au Salon de 1787. Le tableau touche à ce point le public par la véracité des sentiments représentés qu'il est rapidement surnommé « La Tendresse maternelle ». Dans le sillage de ce succès et à la demande du comte d'Angiviller, directeur général des Bâtiments du Roi, l'artiste peint en 1789 une variante en costume grec tout aussi réputée. 
Dimension de chaque cadre en cm : 16 x 18 x 3,5",,,,64.0,mobilier - deco,Lot de deux petits portraits ,0
8710,1,405.0,250.0,"<p>La légende du roi Arthur et des chevaliers de la Table ronde n'avait, depuis longtemps, inspiré un roman d'une telle envergure. Merlin l'Enchanteur, Arthur et son épée fabuleuse, Lancelot du lac et ses vaillants compagnons, tous sont présents, mais ce sont ici les femmes qui tiennent les premiers rôles : Viviane, la Darne du Lac, Ygerne, duchesse de Cornouailles et mère d'Arthur, son épouse Guenièvre, Morgane la fée, sœur et amante du grand roi... Cette épopée envoûtante relate la lutte sans merci de deux mondes inconciliables : celui des druides et des anciennes croyances et celui de la nouvelle religion chrétienne qui supplante peu à peu les rites ancestraux de la Grande-Bretagne avant qu'elle ne devienne l'Angleterre. Le début du "" Cycle d'Avalon "", le chef d'œuvre de M. Zimmer Bradley qui a enchanté des millions de lecteurs dans le monde.</p><p><strong>Livre d'occasion écrit par Marion Zimmer Bradley paru en 1991 aux éditions Le Livre De Poche<br>Thème : LITTÉRATURE GÉNÉRALE - Romans et nouvelles de genre - Fantasy, Merveilleux.</strong></p><p>A propos de cet exemplaire de ""Les Dames du lac, tome 1"": couverture souple, format poche , bon état.<br>  Papier jauni. Code ISBN de référence pour ce livre : 9782253044918<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,1991.0,,2.0,librairie,"Les Dames du lac, tome 1 - Marion Zimmer Bradley",0
8711,2,3210.0,4756.0,"Étole en laine mélangée, type Pashmina.
Motif original composé de ronds, sur un fond multicolore.
Les extrémités sont frangées.

Dimensions : 180 x 70 cm",,,Multicolore,9.0,mode,,0
8712,1,616.0,616.0,"<p><strong>Livre d'occasion écrit par Xavier Thévenot paru en 1987 aux éditions Salvator<br>Thème : RELIGION.</strong></p><p>A propos de cet exemplaire de ""Les péchés"": couverture souple, format moyen , bon état.<br> . Code ISBN de référence pour ce livre : 9782706700880<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,1987.0,,4.0,librairie,Les péchés - Xavier Thévenot,0
8713,1,374.0,250.0,"<p><strong>Livre d'occasion écrit par Clamp paru en 2004 aux éditions Editions Pika<br>Thème : BANDES DESSINÉES, COMICS, MANGAS - Manga - Shonen.</strong></p><p>A propos de cet exemplaire de ""Tsubasa Reservoir Chronicle, tome 1"": couverture souple, format poche , bon état.<br> . Code ISBN de référence pour ce livre : 9782845993730<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2004.0,,1.2,librairie,"Tsubasa Reservoir Chronicle, tome 1 - Clamp",1
8714,2,884.0,1240.0,"Ce PC portable professionnel Dell bénéficie d'une grande qualité de conception et de performances de haut niveau grâce à son processeur Intel Core i5.

Dans un chassis résistant en alliage de magnésium au design fonctionnel épuré, sont installés des composants de grande qualité, à commencer par le processeur Intel Core i5 cadencé à 2.4 GHz et ses 4 Go de mémoire vive. Le Latitude 6410 pourra vous accompagner sans faillir dans toutes vos taches bureautiques et multimédia. Il dispose d'un lecteur/graveur DVD, d'un écran de 14,1 pouces et d'une webcam.

Processeur: Intel Core i5 2.4GHz / RAM: 4 Go / Disque dur: 250 Go / Batterie: fonctionnelle / Taille: 14""1 / Windows 10 Professionnel

Reconditionné dans nos ateliers, fourni avec chargeur, garantie 6 mois",,,,264.0,multimédia,DELL Latitude E6410 - Core i5 - 4 Go RAM - 250 Go DD - Windows 10,2
8715,6,1088.0,1088.0,LOT DE TROIS CARTES POSTALES :LA DÉCLARATION DE MONSIEUR à MADAME ;LA DÉCLARATION DE MADAME A MONSIEUR  &amp; EN CONCLUSION ; UN TÉLÉGRAMME D'AMOUR  LE JOUR DU MARIAGE ,,,Multicolore,40.0,les coups de coeur des vendeurs,DECLARATIONS D'AMOUR,1
8716,1,1100.0,1100.0,"Cafetière HELLEM, vintage, 1970. Sans les tasses. Bruleur signé Hellem avec mèche. Notice incluse. Verre en pyrex , éléments en verre protégé par liège neuf. Filtre propre, chrome impeccable. Hauteur: 41 cm. Très bon état",,,Blanc,35.0,mobilier - deco,"Cafetière HELLEM, vintage, 1970",0
8717,6,1000.0,565.0,"Poches arrières et devant
Fantaisie brillantes sur les poches (manquent quelques unes)
effet délavé sur les jambes
Passants pour ceinture
Fermeture Eclair",38,,Bleu,15.0,mode,JEANS SLIM BLEU KAPORAL 5,1
8718,5,1536.0,2048.0,"Fonctionne.
Avec chargeur et housse de proctection.
1 des charnières du couvercle/écran est cassé.",,,Blanc,10.0,enfance,"Console Nintendo DS Lite, 2006",1
8719,16,2448.0,2448.0,"Une ancienne Poupée en Porcelaine
de grande taille en très bon état.
Faite a la main
""La Belle Epoque 1900""

Hauteur: 56 cm..",,,,25.0,enfance,Poupée en Porcelaine,1
8720,3,4608.0,2392.0,"6 Verres à vin Lausitzer Weibwasser Design - Modèle année 75.
Décor (style Fleur) gravé dans le verre. Pied hexagonal.
Hauteur : 18 cm / Diamètre : 6.5 cm
12 verres à Limonade Hauteur  : 14.5cm / Diamètre : 6.5 cm",,,Blanc,20.0,mobilier - deco,6 Verres à vin et 12 Verres à Limonade Lausitzer Weibwasser,1
8721,1,363.0,250.0,"<p><strong>Livre d'occasion écrit par Joël Dicker paru en 2012 aux éditions Editions De Fallois<br>Thème : LITTÉRATURE GÉNÉRALE - Romans.</strong></p><p>A propos de cet exemplaire de ""La vérité sur l'Affaire Harry Quebert"": couverture souple, format moyen , bon état.<br>  Annotations en page de garde. Code ISBN de référence pour ce livre : 9782877068161<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2012.0,,2.0,librairie,La vérité sur l'Affaire Harry Quebert - Joël Dicker,1
8722,1,1100.0,1100.0,"film 8 mm N/B, 
marque: FilmOffice, 
auteur: Charlie Chaplin, 
diamètre de bobine: 7,4 cm.",,,,10.0,loisirs,"Laurel et Hardy, Ramoneurs, en bobine de film 8mm",1
8723,3,1080.0,810.0,"<p><strong>Robe Femme H&M</strong></p>
<p>Manches Courtes</p>
<p>Taille 40</p>
<p>Couleur Noire</p>
<p>Neuve avec Étiquette</p>",40,,Noir,6.0,mode,H&M - T40 ( ref.d148 ),2
8724,3,1736.0,1759.0,"Discours Historiques ""Charles De Gaulle de 1940 à 1969 .
tours 33 -30 cm",,,,4.8,loisirs,"Discours Historiques ""Charles De Gaulle",1
8725,2,971.0,1024.0,"ce vase unique a été réalisé avec un obus de novembre 1917 ce qui en fait une pièce remarquable, la base qui vient de l'obus indique polte magdeburg",,,,30.0,mobilier - deco,vase à partir d'un obus,1
8726,3,900.0,675.0,"<p><strong>Blouse Manches Courtes Femme MEXX</strong></p>
<p>Taille 36/38</p>
<p>Couleur Bleu Gris Rayé</p>",36,,Bleu,8.0,mode,MEXX - T36/38 ( ref.a30 ),0
8727,4,1536.0,1536.0,"Gilet multicolore NORDSTRIKK. 6 agrafes crochet en métal. Col rond. Fabriqué en Suède.
Composition : 100% laine. Taille L
Un superbe gilet chaud à offrir pour Noël.",L,,Multicolore,16.0,label selection,,0
8728,1,4272.0,4272.0,Bande-dessinée premier volume de 3 titres : La Foire Aux Immortels. Dessins & scénario Enki BILAL. 3ème édition de 2005 par CASTERMAN. Etat comme neuf.,,2005.0,,7.0,librairie,BD La Foire Aux Immortels tome 1 de la trilogie nikopol par Enki BILAL 2005 CASTERMAN,0
8729,3,1536.0,1536.0,"Pull multicolore PRIVATA. Col rond. Différentes formes géométriques de couleurs variées. Taille L. Composition 100% coton. Fabriqué en Espagne.
Un beau pull à offrir pour Noël. ",L,,Multicolore,6.0,mode,,0
8730,4,2981.0,2720.0,"Ce guide est composé de 10 rubriques telles que le calendrier des travaux, ABC du Jardinage, Plantes potagères, Arbres frutiers.....
",,1987.0,Multicolore,10.0,loisirs,Guide Clause 28ème édition Traite Pratique du Jardinage,1
8731,5,2848.0,4272.0,"Nappe coton 
centre jour et plumetis 
160 x 240 cm",,,Blanc,40.0,mobilier - deco,,0
8732,2,616.0,616.0,"<p><strong>Livre d'occasion écrit par Jacques Tardi, Daeninckx paru en 1997 aux éditions Casterman<br>Thème : BANDES DESSINÉES, COMICS, MANGAS.</strong></p><p>A propos de cet exemplaire de ""Le der des ders"": couverture cartonnée, grand format , bon état.<br>  Inscriptions en page de garde. Code ISBN de référence pour ce livre : 9782203399068<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,1997.0,,6.4,librairie,"Le der des ders - Jacques Tardi, Daeninckx",1
8733,2,400.0,621.0,"L'iPhone 5s est, sans surprise, un des plus perfectionné des iPhone. C'est un smartphone élégant, léger, compact et rapide, basé sur un système stable, relié à un riche système applicatif, et doué en photo. Faites vous plaisir !

Débloqué tout opérateur et reconditionné dans nos ateliers

&gt; Etat correct: petites rayures sur l'écran, non visibles en utilisation. Marques d'utilisation sur la coque.

Fourni dans une boite neutre, avec chargeur compatible. Garantie 6 mois.",,,,254.0,multimédia,Apple iPhone 5S 16Gb - Gris,2
8734,2,2830.0,2431.0,"Chemisier à manches courtes.
Col rond avec liseré en volant.
Dentelle ajourée à l'avant.
Boutons originaux.

Taille 36",36,,Blanc,5.0,label selection,Chemisier Équivoque collection,1
8735,4,3237.0,2091.0,"Veste courte à manches longues.
Col classique.
Fermeture par zip à l'avant.
Les broderies florales sont réparties par touches et agrémentées de strass multicolores. Elles sont inspirées du folklore russe.
La taille peut être ajustée grâce à l'empiècement à l'arrière, avec un lien.
Pas de doublure ni de poches.

Taille 38",38,,Bleu,15.0,mode,,1
8736,2,475.0,330.0,"<p><strong>Livre d'occasion écrit par Évelyne Brisou-Pellen paru en 2012 aux éditions Folio Junior<br>Thème : JEUNESSE - Livres illustrés (+ de 3 ans).</strong></p><p>A propos de cet exemplaire de ""Les Messagers du temps, II : Le maître de Lugdunum"": couverture souple, format poche , état acceptable.<br>  Exemplaire légèrement défraichi. Code ISBN de référence pour ce livre : 9782070617982<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2012.0,,1.2,librairie,"Les Messagers du temps, II : Le maître de Lugdunum - Évelyne Brisou-Pellen",0
8737,1,1100.0,1100.0,"Voiture 1/43 RENAULT 18 berline Europe 1 du Tour de France 1979. Fabriqué par NOREV. Neuf, dans sa boîte scellée. Poids: 90g",,,,11.0,enfance,Voiture Renault 18 berline Europe 1 de NOREV 1/43 ,1
8738,4,2734.0,1297.0,"Fleur Décoratif  En étain , Par E.P.U -Europe .
Dimension en cm  :  33 .",,,,9.0,mobilier - deco,Fleur Déco En étain ,0
8739,4,1536.0,1536.0,Chemise à manches longues en jean bleu foncé de la marque DIESEL. 2 poches sur le torse. Boutonnage : boutons pression noir Composition : 100% coton. Taille M ( 2 ). ,M,,Bleu,12.0,mode,,2
8740,1,616.0,616.0,"<p><strong>Livre d'occasion écrit par Danielle Steel paru en 2017 aux éditions Pocket<br>Thème : LITTÉRATURE GÉNÉRALE - Romans et nouvelles de genre - Romans d'amour, romans sentimentaux.</strong></p><p>A propos de cet exemplaire de ""Bravoure"": couverture souple, format poche , très bon état.<br> . Code ISBN de référence pour ce livre : 9782266276139<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2017.0,,2.4,librairie,Bravoure - Danielle Steel,0
8741,3,2200.0,2200.0,"Chaleur et douceur pour une jolie idée cadeau...

Lot en laine et cachemire comprenant une écharpe et un bonnet en maille grise. Dimensions de l'écharpe 184 x 36 cm env. 
Le bonnet est de taille unique.

",,,,18.0,label selection,Echarpe & bonnet neufs laine et cachemire,0
8742,5,2448.0,2448.0,"Short pour femme de grande marque
Taille : 14 ( 42 )
Colorie : beige noir et blanc
Composition : 60 % laine . 40 % polyester. Garniture : 65 % polyester 35 % coton 
Description : fermeture , poches , pinces avant et arrière
Longueur : 49 cm
A ne pas rater ! ",42,,Multicolore,12.0,mode,Short pour femme de grande marque,0
8743,1,600.0,369.0,"<p><strong>Livre d'occasion écrit par Graham Greene paru en 2004 aux éditions Langues Pour Tous<br>Thème : LIVRES PRATIQUES - Méthodes de langues (hors scolaire).</strong></p><p>A propos de cet exemplaire de ""Nouvelles/Short stories"": couverture souple, format poche , bon état.<br> . Code ISBN de référence pour ce livre : 9782266139823<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2004.0,,1.5,librairie,Nouvelles/Short stories - Graham Greene,2
8744,10,2448.0,2448.0,"Un très beau vase en céramique
de la marque ""Vallauris""
en très très bon état .

Hauteur: 31.5 cm.",,,Multicolore,15.0,mobilier - deco,Vase Vallauris,2
8745,4,2448.0,2448.0,"Pantalon de ski gris avec bretelles amovibles pour ado T 14 ans de la marque DECATHLON. 

Taille : 14 ans = 159-172 cm.
Matière : 100% polyester. 
Coloris : gris / noir. 
Article neuf avec étiquette 

Braguette zippée et préssionnée, 2 poches zippées, taille ajustable grâce à des scratchs zippées, bretelles réglables et amovibles, surpiqûres ton sur ton, coloris gris, entièrement doublé. 

Votre enfant sera ravi de ce pantalon de ski. 
Il lui procurera chaleur et le gardera bien au sec toute la journée. ",,,Gris,5.0,label selection,Pantalon de ski gris avec bretelles amovibles pour ado T 14 ans de la marque DECATHLON ,0
8746,4,539.0,1024.0, Loupe de lunettes Loupes Focus-Jumelles De Théâtre  2.8 x 28. Avec Sa Pochette D'origine.,,,,25.9,loisirs, Loupe de lunettes Loupes Focus-Jumelles,1
8747,3,900.0,675.0,"<p><strong>Robe Sans Manches Femme ESPRIT</strong></p>
<p>Couleur Noire - Ceinture</p>
<p>Taille 38</p>",38,,Noir,12.5,mode,ESPRIT - T38 ( ref.d17 ),1
8748,3,1536.0,1536.0,Cravate GIORGIO ARMANI. Imprimé noir à pois blancs et fines rayures vertes en diagonales. Composition : 100% soie.,,,Multicolore,10.0,mode,,2
8749,3,3072.0,4608.0,1 lot de deux machettes et un couteau,,,,10.0,loisirs,Lot machette,1
8750,3,2714.0,2668.0,"Boite métallique Lustucru de forme rectangulaire .Vous pourrez y conserver des pattes en petite contenance , des biscuits ou bien des gourmandises selon votre utilisation . Décorative et se fondra dans le décor de votre cuisine . 
Mesures = 16,5 x 9 x 5 cm .",,,Multicolore,5.0,label selection,Boite en métal Lustucru ,0
8751,8,2448.0,2448.0,"Collection de Papillons

*Dimensions: 26 x 20 x 5,5 cm.",,,Multicolore,25.0,mobilier - deco,Collection de Papillons ,0
8752,8,853.0,1024.0,Ce joli meuble à couture vous permettra d'y ranger divers effects,,,,45.0,mobilier - deco,Meuble à couture,0
8753,7,1536.0,2048.0,"Fonte d'aluminium
Hauteur : 81 cm
Diamètre : 36,5 cm",,,Blanc,60.0,mobilier - deco,4 chaises de jardin,0
8754,7,1100.0,1100.0,"Royal Tsatsuma, coupe en céramique,
reproduction contemporaine de céramique japonaise de l'ère Meidji 1868-1912",,,,49.0,mobilier - deco,Royal Tsasuma ,1
8755,5,2448.0,2448.0,"Cardigan long en maille jersey femme KOOKAÏ. 

- Col châle. 
- Maille jersey. 
- Manches longues. 
- Bout des manches retroussés. 
- Non doublé. 
- Ceinture en maille. 
- Couleur principale beige. 
- Motifs jacquards. 

Taille : 1. 
Matière : 47% acrylique, 12% alpaga, 11% polyamide. ",T1,,Ecru,10.0,mode,Cardigan long en maille jersey femme KOOKAÏ,1
8756,3,1000.0,1000.0,2 albums de deux grands poètes chantés par Léo Ferré,,,,15.0,loisirs,offre spéciale 2 vinyles Léo FERRE,2
8757,3,1024.0,611.0,"Dalto Café-poivre Moulin applique mural ,ce moulin basique possédant toutefois un bon système de mouture : un modèle Dalto des années 50.",,,,14.9,mobilier - deco,Dalto Café-poivre Moulin,2
8758,3,1100.0,1100.0,"Montre Festina M6P89 dans son boîtier. Montre neuve, avec certificat de garantie et pièces de rallonge bracelet inclus. Bracelet en acier. Modèle F16234. Dimensions: 11 x 11 x 7 cm. Poids: 410g",,,,42.0,mode,Montre Festina M6P89 Modèle F16234 dans son boîtier,2
8759,3,1200.0,1160.0,"Ancienne chaise haute en bois marron foncé pour poupée. Sa hauteur est de 73 cm, assise 45 cm, elle est équipée d'une tablette, d'un repose pied et de roulettes et peut se déplier pour se transformer en petit bureau. Elle est bon état et séduira aussi bien les enfants, mais aussi les mamans.",,,Marron,20.0,enfance,Chaise haute en bois pour poupée,1
8760,9,2448.0,2448.0,"Robe multicolore à fines bretelles femme DESIGUAL. 

- Encolure en V avec matière croisée. 
- Bretelles réglables. 
- Entièrement doublée d'un tissu blanc 100% coton. 
- Motifs fantaisies. 
- Fermeture zippée côté gauche. 

Taille: 42. 
Matière: 100% viscose. Doublure: 100% coton. ",42,,Multicolore,8.0,mode,Robe multicolore à fines bretelles femme DESIGUAL ,0
8761,1,1100.0,1100.0,"45T,  2 titres, vinyle, 
année 1981, 
Atlantic.",,1981.0,Noir,9.0,loisirs,France Gall: Il Jouait du Piano Debout,0
8762,6,2304.0,3072.0,"Polaroïd 230
automatique à soufflet",,,,40.0,loisirs,Polaroïd 230,2
8763,4,2848.0,4272.0,"Nappe damassée 150 x 220 cm
Motif feuille
1 ligne de jour
Très bon état",,,Blanc,40.0,mobilier - deco,,1
8764,2,2304.0,3072.0,"Stylo plume Waterman ""IDEAL""",,,,15.0,loisirs,"Stylo Plume ""Idéal""",1
8765,2,1100.0,1100.0,"Ancien jouet appareil photo de marque ""Super-Boy"", 
 c'est un appareil en bakélite pour bobine de pellicules 
au format 4 X 6,5, il date certainement des années 50, 
et ne comprend pas de dragonne, vendu avec 
son mode d'emploi et sa boîte d'origine.
",,,Noir,9.0,label selection,"Ancien appareil photo pour enfant ""Super-Boy""",1
8766,4,2304.0,3072.0,"Béhuard, lumière sur la Loire angevine - Louis de la Bouillerie
1981. Edité et imprimé par Louis de la Bouillerie. Deuxième édition corrigée et augmentée d’un « conte de Noël ». 96 pages. Maquette et dessins : Michel Jourdain",,1981.0,,10.0,librairie,"Béhuard, lumière sur la Loire angevine - Louis de la Bouillerie",2
8767,2,900.0,636.0,"L'iPhone 5 est équipé d'un appareil photo 8 Mpx avec Flash LED
autofocus qui vous permettra de prendre des photos de très bonnes
qualités. 

De plus ce Smartphone possède un écran Retina HD qui donne un
superbe rendu d'image. 

Vous pourrez également profiter de la 3G+ ainsi que de de son riche
catalogue d'application présent sur l'Apple store. 

Débloqué tout opérateur et reconditionné dans nos ateliers. 

> Bon état / Garantie 6 mois 

Fourni dans une boite neutre, avec chargeur et batterie.",,,,140.0,multimédia,Apple iPhone 5 16Gb - Noir - Débloqué - Bon état,0
8768,3,900.0,675.0,"<p><strong>T-Shirt Femme GRAIN DE MALICE</strong></p>
<p>Manches Courtes</p>
<p>Taille 38</p>
<p>Couleur Noir</p>
<p>Col Zippé Sur l'Avant</p>",38,,Noir,4.5,mode,GRAIN DE MALICE - T38 ( ref.a41 ),0
8769,3,1536.0,1536.0,"Haut rose très léger et transparent de la marque ALAIN MANOUKIAN. Motifs à pois gris, blanc et rose. Composition : synthétique. Taille 42.",42,,Rose,6.0,mode,,0
8770,5,600.0,600.0,"Jumelles longue vue RONY 16X50
Binoculaires, avec étui rigide noir, intérieur rouge sans fond",,,Noir,25.0,loisirs,Jumelles RONY ,1
8771,1,1100.0,1100.0,"Dame jeanne en verre soufflé ancien, de couleur verte d'environ 15-20l de contenance. Le verre Contient des bulles. Hauteur: 40cm. Très bon état",,,Vert,30.0,label selection,Ancienne dame Jeanne en verre,0
8772,0,,,"<p><strong>Livre d'occasion écrit par Daniel Pennac paru en 2009 aux éditions Folio Junior<br/>Thème : JEUNESSE - Livres illustrés (+ de 3 ans).</strong></p><p>A propos de cet exemplaire de ""Une aventure de Kamo, 2 : Kamo et moi"": couverture souple, format poche , très bon état.<br/> . Code ISBN de référence pour ce livre : 9782070612727<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2009.0,,2.0,librairie,"Une aventure de Kamo, 2 : Kamo et moi - Daniel Pennac",0
8773,2,1100.0,1100.0,"Cantates BWV 115-116-117-119 volume 29. Extrait de la Collection vinyle  regroupant les cantates complètes de Jean-Sébastien Bach. Œuvres dirigées par Nikolaus Harnoncourt et Gustav Leonhardt, jouées sur instruments originaux. Coffrets en carton rigide de couleur marron avec lettrages dorés et copie du tableau de J. J Ihle représentant Bach avant sa nomination au poste de directeur de la chorale pastorale de Leipzig. 

Chaque coffret contient un livret de partitions en allemand, un livret comprenant les paroles des cantates, le nom des musiciens, les divers instruments utilisés et une introduction rédigée en allemand, en anglais et en français, ainsi que deux vinyles dans leur pochette respective. 

Collection éditée par le label allemand Telefunken et son sous-label Das Alte Werk. 

Dimensions : 31,5 x 31,5 x 1,5. 

Très bon état général.",,,,10.0,loisirs,Cantates BWV 115-116-117-119 volume 29 - Jean Sebastien BACH - Dir. Nikolaus Harnoncourt et Gustav Leonhardt - 1981 - Vynile ,2
8774,3,2448.0,2448.0,"Cendrier en porcelaine de Limoges, avec différents motifs comme des chats ou encore floraux, par Paul Pastaud.
",,,,5.0,mobilier - deco,Cendrier en porcelaine,1
8775,3,2000.0,2000.0,"26 x 24 cm 
Avec ton tissu à fleurs très élégant.",,,,15.0,mobilier - deco,Joli panier en osier.,0
8776,6,2454.0,2173.0,"Jolie lot de 2 mini poupée celluloid pour collectionneur ou agrandir une collection. Tête fixe jambes articuler bras également.
Dimension : Hauteur 9 cm  ",,,Multicolore,15.0,enfance,Lot de 3 mini poupées,1
8777,1,600.0,369.0,"<p><strong>Livre d'occasion écrit par Khaled Hosseini paru en 2007 aux éditions Belfond / Editions De Noyelles<br/>Thème : LITTÉRATURE GÉNÉRALE - Romans - Romans étrangers.</strong></p><p>A propos de cet exemplaire de ""Mille soleils splendides"": couverture souple, format moyen , très bon état.<br/> . Code ISBN de référence pour ce livre : 9782714443274<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2007.0,,2.0,librairie,Mille soleils splendides - Khaled Hosseini,2
8778,0,,,"1 lot de 3 peaux de mouton, 1 de 270 grammes, de 70/40 cm, 1 de 560 grammes de 80/50 cm, 1 de 620 grammes de 80/50 cm.",,,Blanc,30.0,mobilier - deco,Lot peau de mouton,0
